Name, NumTargetPlates, SizeTargetPlates, NumSourcePlates, NumCombinations
multiplate_dzn_files/multiplate_t10_w2_s5_2.dzn,10,2,5,20
multiplate_dzn_files/multiplate_t10_w2_s5_3.dzn,10,2,5,20
multiplate_dzn_files/multiplate_t10_w2_s5_4.dzn,10,2,5,20
multiplate_dzn_files/multiplate_t10_w2_s5_5.dzn,10,2,5,20
multiplate_dzn_files/multiplate_t10_w2_s5_6.dzn,10,2,5,20
multiplate_dzn_files/multiplate_t10_w2_s5_7.dzn,10,2,5,20
multiplate_dzn_files/multiplate_t10_w2_s5_8.dzn,10,2,5,20
multiplate_dzn_files/multiplate_t10_w2_s5_9.dzn,10,2,5,20
multiplate_dzn_files/multiplate_t10_w2_s10_0.dzn,10,2,10,20
multiplate_dzn_files/multiplate_t10_w2_s10_1.dzn,10,2,10,20
multiplate_dzn_files/multiplate_t10_w2_s10_2.dzn,10,2,10,20
multiplate_dzn_files/multiplate_t10_w2_s10_3.dzn,10,2,10,20
multiplate_dzn_files/multiplate_t10_w2_s10_4.dzn,10,2,10,20
multiplate_dzn_files/multiplate_t10_w2_s10_5.dzn,10,2,10,20
multiplate_dzn_files/multiplate_t10_w2_s10_6.dzn,10,2,10,20
multiplate_dzn_files/multiplate_t10_w2_s10_7.dzn,10,2,10,20
multiplate_dzn_files/multiplate_t10_w2_s10_8.dzn,10,2,10,20
multiplate_dzn_files/multiplate_t10_w2_s10_9.dzn,10,2,10,20
multiplate_dzn_files/multiplate_t10_w4_s2_0.dzn,10,4,2,40
multiplate_dzn_files/multiplate_t10_w4_s2_1.dzn,10,4,2,40
multiplate_dzn_files/multiplate_t10_w4_s2_2.dzn,10,4,2,40
multiplate_dzn_files/multiplate_t10_w4_s2_3.dzn,10,4,2,40
multiplate_dzn_files/multiplate_t10_w4_s2_4.dzn,10,4,2,40
multiplate_dzn_files/multiplate_t10_w4_s2_5.dzn,10,4,2,40
multiplate_dzn_files/multiplate_t10_w4_s2_6.dzn,10,4,2,40
multiplate_dzn_files/multiplate_t10_w4_s2_7.dzn,10,4,2,40
multiplate_dzn_files/multiplate_t10_w4_s2_8.dzn,10,4,2,40
multiplate_dzn_files/multiplate_t10_w4_s2_9.dzn,10,4,2,40
multiplate_dzn_files/multiplate_t10_w4_s5_0.dzn,10,4,5,40
multiplate_dzn_files/multiplate_t10_w4_s5_1.dzn,10,4,5,40
multiplate_dzn_files/multiplate_t10_w4_s5_2.dzn,10,4,5,40
multiplate_dzn_files/multiplate_t10_w4_s5_3.dzn,10,4,5,40
multiplate_dzn_files/multiplate_t10_w4_s5_4.dzn,10,4,5,40
multiplate_dzn_files/multiplate_t10_w4_s5_5.dzn,10,4,5,40
multiplate_dzn_files/multiplate_t10_w4_s5_6.dzn,10,4,5,40
multiplate_dzn_files/multiplate_t10_w4_s5_7.dzn,10,4,5,40
multiplate_dzn_files/multiplate_t10_w4_s5_8.dzn,10,4,5,40
multiplate_dzn_files/multiplate_t10_w4_s5_9.dzn,10,4,5,40
multiplate_dzn_files/multiplate_t10_w4_s10_0.dzn,10,4,10,40
multiplate_dzn_files/multiplate_t10_w4_s10_1.dzn,10,4,10,40
multiplate_dzn_files/multiplate_t10_w4_s10_2.dzn,10,4,10,40
multiplate_dzn_files/multiplate_t10_w4_s10_3.dzn,10,4,10,40
multiplate_dzn_files/multiplate_t10_w4_s10_4.dzn,10,4,10,40
multiplate_dzn_files/multiplate_t10_w4_s10_5.dzn,10,4,10,40
multiplate_dzn_files/multiplate_t10_w4_s10_6.dzn,10,4,10,40
multiplate_dzn_files/multiplate_t10_w4_s10_7.dzn,10,4,10,40
multiplate_dzn_files/multiplate_t10_w4_s10_8.dzn,10,4,10,40
multiplate_dzn_files/multiplate_t10_w4_s10_9.dzn,10,4,10,40
multiplate_dzn_files/multiplate_t10_w6_s2_0.dzn,10,6,2,60
multiplate_dzn_files/multiplate_t10_w6_s2_1.dzn,10,6,2,60
multiplate_dzn_files/multiplate_t10_w6_s2_2.dzn,10,6,2,60
multiplate_dzn_files/multiplate_t10_w6_s2_3.dzn,10,6,2,60
multiplate_dzn_files/multiplate_t10_w6_s2_4.dzn,10,6,2,60
multiplate_dzn_files/multiplate_t10_w6_s2_5.dzn,10,6,2,60
multiplate_dzn_files/multiplate_t10_w6_s2_6.dzn,10,6,2,60
multiplate_dzn_files/multiplate_t10_w6_s2_7.dzn,10,6,2,60
multiplate_dzn_files/multiplate_t10_w6_s2_8.dzn,10,6,2,60
multiplate_dzn_files/multiplate_t10_w6_s2_9.dzn,10,6,2,60
multiplate_dzn_files/multiplate_t10_w6_s5_0.dzn,10,6,5,60
multiplate_dzn_files/multiplate_t10_w6_s5_1.dzn,10,6,5,60
multiplate_dzn_files/multiplate_t10_w6_s5_2.dzn,10,6,5,60
multiplate_dzn_files/multiplate_t10_w6_s5_3.dzn,10,6,5,60
multiplate_dzn_files/multiplate_t10_w6_s5_4.dzn,10,6,5,60
multiplate_dzn_files/multiplate_t10_w6_s5_5.dzn,10,6,5,60
multiplate_dzn_files/multiplate_t10_w6_s5_6.dzn,10,6,5,60
multiplate_dzn_files/multiplate_t10_w6_s5_7.dzn,10,6,5,60
multiplate_dzn_files/multiplate_t10_w6_s5_8.dzn,10,6,5,60
multiplate_dzn_files/multiplate_t10_w6_s5_9.dzn,10,6,5,60
multiplate_dzn_files/multiplate_t10_w6_s10_0.dzn,10,6,10,60
multiplate_dzn_files/multiplate_t10_w6_s10_1.dzn,10,6,10,60
multiplate_dzn_files/multiplate_t10_w6_s10_2.dzn,10,6,10,60
multiplate_dzn_files/multiplate_t10_w6_s10_3.dzn,10,6,10,60
multiplate_dzn_files/multiplate_t10_w6_s10_4.dzn,10,6,10,60
multiplate_dzn_files/multiplate_t10_w6_s10_5.dzn,10,6,10,60
multiplate_dzn_files/multiplate_t10_w6_s10_6.dzn,10,6,10,60
multiplate_dzn_files/multiplate_t10_w6_s10_7.dzn,10,6,10,60
multiplate_dzn_files/multiplate_t10_w6_s10_8.dzn,10,6,10,60
multiplate_dzn_files/multiplate_t10_w6_s10_9.dzn,10,6,10,60
multiplate_dzn_files/multiplate_t10_w8_s2_0.dzn,10,8,2,80
multiplate_dzn_files/multiplate_t10_w8_s2_1.dzn,10,8,2,80
multiplate_dzn_files/multiplate_t10_w8_s2_2.dzn,10,8,2,80
multiplate_dzn_files/multiplate_t10_w8_s2_3.dzn,10,8,2,80
multiplate_dzn_files/multiplate_t10_w8_s2_4.dzn,10,8,2,80
multiplate_dzn_files/multiplate_t10_w8_s2_5.dzn,10,8,2,80
multiplate_dzn_files/multiplate_t10_w8_s2_6.dzn,10,8,2,80
multiplate_dzn_files/multiplate_t10_w8_s2_7.dzn,10,8,2,80
multiplate_dzn_files/multiplate_t10_w8_s2_8.dzn,10,8,2,80
multiplate_dzn_files/multiplate_t10_w8_s2_9.dzn,10,8,2,80
multiplate_dzn_files/multiplate_t10_w8_s5_0.dzn,10,8,5,80
multiplate_dzn_files/multiplate_t10_w8_s5_1.dzn,10,8,5,80
multiplate_dzn_files/multiplate_t10_w8_s5_2.dzn,10,8,5,80
multiplate_dzn_files/multiplate_t10_w8_s5_3.dzn,10,8,5,80
multiplate_dzn_files/multiplate_t10_w8_s5_4.dzn,10,8,5,80
multiplate_dzn_files/multiplate_t10_w8_s5_5.dzn,10,8,5,80
multiplate_dzn_files/multiplate_t10_w8_s5_6.dzn,10,8,5,80
multiplate_dzn_files/multiplate_t10_w8_s5_7.dzn,10,8,5,80
multiplate_dzn_files/multiplate_t10_w8_s5_8.dzn,10,8,5,80
multiplate_dzn_files/multiplate_t10_w8_s5_9.dzn,10,8,5,80
multiplate_dzn_files/multiplate_t10_w8_s10_0.dzn,10,8,10,80
multiplate_dzn_files/multiplate_t10_w8_s10_1.dzn,10,8,10,80
multiplate_dzn_files/multiplate_t10_w8_s10_2.dzn,10,8,10,80
multiplate_dzn_files/multiplate_t10_w8_s10_3.dzn,10,8,10,80
multiplate_dzn_files/multiplate_t10_w8_s10_4.dzn,10,8,10,80
multiplate_dzn_files/multiplate_t10_w8_s10_5.dzn,10,8,10,80
multiplate_dzn_files/multiplate_t10_w8_s10_6.dzn,10,8,10,80
